what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1732550646512
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1732550646512
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1732550646512
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1732550646512
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1732550646512
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1732550646512
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1732550646525
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1732550646525
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1732550646525
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1732550646525
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1732550646525
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1732550646525
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1732550646525
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1732550646525
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1732550646525
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1732550646525
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1732550646525
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1732550646525
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1732550646525
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1732550646525
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1732550646535
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1732550646535
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1732550646535
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1732550646535
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1732550646537
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1732550646537
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1732550646537
os,sysinfo,,,"win32",1732550646541
arch,sysinfo,,,"x86",1732550646541
ws,sysinfo,,,"win32",1732550646541
locale,sysinfo,,,"es_MX",1732550646541
processors,sysinfo,,,"8",1732550646541
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1732550646541
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1732550646541
java.specification.name,sysinfo,,,"Java Platform API Specification",1732550646541
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1732550646541
java.specification.version,sysinfo,,,"1.6",1732550646541
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1732550646541
java.version,sysinfo,,,"1.6.0_23",1732550646541
java.vm.info,sysinfo,,,"mixed mode",1732550646541
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1732550646541
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1732550646541
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1732550646541
java.vm.specification.version,sysinfo,,,"1.0",1732550646541
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1732550646541
java.vm.version,sysinfo,,,"19.0-b09",1732550646541
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1732550646934
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1732550647689
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1732550647800
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1732550647848
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1732550649341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732550649768
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732550652113
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1732550654036
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1732550656679
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1732550658539
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1732550658592
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1732550658604
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732550660332
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732550663288
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1732550664055
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1732550664071
opened,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1732550668310
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1732550668937
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1732550668946
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1732550668946
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1732550668946
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1732550668968
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-1]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1732550671884
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1732550680502
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1732550735012
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1732550735905
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1732550765068
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1732550767912
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732550768407
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732550770938
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732550779452
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732550942086
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1732550944314
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1732550946699
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1732550949011
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732550952817
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732550956095
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1732550956838
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732550956966
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732550958270
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1732550959232
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1732550962437
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1732550964055
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1732550964567
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-1]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1732550967359
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1732550971381
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1732550986188
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1732550987647
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1732551050933
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732551051425
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732551124173
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1732551125742
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1732551127766
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1732551131925
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732551135191
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732551137858
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1732551138390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732551138514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732551140286
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1732551144554
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1732551144884
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1732551145894
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-1]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1732551148636
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1732551152661
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732551196836
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732551352399
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1732551353422
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1732551355526
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1732551356402
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732551363838
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732551366475
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1732551367023
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732551367109
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732551367810
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1732551369222
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1732551372453
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1732551372947
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-1]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1732551375628
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1732551379649
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1732551384301
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1732551384814
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732551394922
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732551555390
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1732551557013
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1732551560266
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1732551562292
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1732551564600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732551568296
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732551570926
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1732551571487
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732551571562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732551574378
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1732551575275
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1732551579065
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1732551579550
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-1]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1732551582281
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1732551586315
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1732551634171
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1732551635142
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732551651128
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732551820722
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1732551822139
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1732551824099
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1732551825263
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732551827431
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732551830067
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1732551830596
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1732551830638
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732551830732
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732551832004
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1732551836631
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1732551837124
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-1]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1732551839835
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1732551843873
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732551894054
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732551905790
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1732551906520
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1732551907572
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1732551908240
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1732551909414
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732551913127
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732551915683
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1732551916207
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1732551919140
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1732551919631
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-1]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1732551922369
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1732551926407
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732551968895
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732552087704
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1732552089186
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1732552091444
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1732552092479
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732552097218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732552099890
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1732552100433
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732552100515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732552101195
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1732552105809
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1732552106304
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-1]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1732552109049
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1732552113087
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732552150859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732552226661
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1732552228585
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1732552230816
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1732552233263
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732552236229
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732552238844
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1732552239356
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1732552239389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732552239479
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732552240547
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1732552245243
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1732552245748
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-1]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1732552248407
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1732552252472
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1732552301892
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1732552302783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732552305330
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1732552313438
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1732552315366
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1732552317642
